2018 Headline,2018 hierarchy_level,2017 Headline,2017 hierarchy_level,Semantic Similarity,Levenshtein Distance,Jaccard Similarity
[§28. Renumbered §45C],6.Section,[§44D. Renumbered §29],6.Section,0.73,6,0.20
[§28. Renumbered §45C],6.Section,[§44E. Renumbered §40],6.Section,0.70,5,0.20
[§28. Renumbered §45C],6.Section,[§44F. Renumbered §30],6.Section,0.71,6,0.20
[§28. Renumbered §45C],6.Section,[§44G. Renumbered §41],6.Section,0.69,5,0.20
[§28. Renumbered §45C],6.Section,[§44H. Renumbered §45C],6.Section,0.80,3,0.50
[§28. Renumbered §45C],6.Section,[§422A. Renumbered §422],6.Section,0.53,5,0.20
[§28. Renumbered §45C],6.Section,[§425. Renumbered §424],6.Section,0.64,4,0.20
[§28. Renumbered §45C],6.Section,[§1024. Renumbered §1023],6.Section,0.33,7,0.20
[§28. Renumbered §45C],6.Section,[§2033A. Renumbered §2057],6.Section,0.40,7,0.20
[§28. Renumbered §45C],6.Section,[§9804. Renumbered §9831],6.Section,0.47,7,0.20
[§28. Renumbered §45C],6.Section,[§9805. Renumbered §9832],6.Section,0.52,7,0.20
[§28. Renumbered §45C],6.Section,[§9806. Renumbered §9833],6.Section,0.45,7,0.20
[§29. Renumbered §45K],6.Section,[§28. Renumbered §45C],6.Section,0.80,2,0.20
[§29. Renumbered §45K],6.Section,[§29. Renumbered §45K],6.Section,1.00,0,1.00
[§29. Renumbered §45K],6.Section,[§36C. Renumbered §23],6.Section,0.63,6,0.20
[§29. Renumbered §45K],6.Section,[§44A. Renumbered §21],6.Section,0.62,6,0.20
[§29. Renumbered §45K],6.Section,[§44C. Renumbered §23],6.Section,0.69,6,0.20
[§29. Renumbered §45K],6.Section,[§44D. Renumbered §29],6.Section,0.84,6,0.20
[§29. Renumbered §45K],6.Section,[§44E. Renumbered §40],6.Section,0.65,5,0.20
[§29. Renumbered §45K],6.Section,[§44F. Renumbered §30],6.Section,0.76,6,0.20
[§29. Renumbered §45K],6.Section,[§44G. Renumbered §41],6.Section,0.65,5,0.20
[§29. Renumbered §45K],6.Section,[§44H. Renumbered §45C],6.Section,0.72,4,0.20
[§29. Renumbered §45K],6.Section,[§422A. Renumbered §422],6.Section,0.50,5,0.20
[§29. Renumbered §45K],6.Section,[§425. Renumbered §424],6.Section,0.61,4,0.20
[§29. Renumbered §45K],6.Section,[§1024. Renumbered §1023],6.Section,0.40,7,0.20
[§29. Renumbered §45K],6.Section,[§2033A. Renumbered §2057],6.Section,0.36,7,0.20
[§29. Renumbered §45K],6.Section,[§9804. Renumbered §9831],6.Section,0.50,8,0.20
[§29. Renumbered §45K],6.Section,[§9805. Renumbered §9832],6.Section,0.55,8,0.20
[§29. Renumbered §45K],6.Section,[§9806. Renumbered §9833],6.Section,0.48,8,0.20
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,1.00,0,1.00
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,0.88,3,0.78
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§120. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(19)(A), Dec. 19, 2014, 128 Stat. 4039]",6.Section,0.90,5,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§179A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(34)(A), Dec. 19, 2014, 128 Stat. 4042]",6.Section,0.87,8,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§198A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(35), Dec. 19, 2014, 128 Stat. 4042]",6.Section,0.84,10,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§244. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(41)(A), Dec. 19, 2014, 128 Stat. 4043]",6.Section,0.86,7,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§1051. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(78), Dec. 19, 2014, 128 Stat. 4049]",6.Section,0.86,9,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§2011. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(95)(A)(i), Dec. 19, 2014, 128 Stat. 4051]",6.Section,0.87,10,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§2057. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(97)(A), Dec. 19, 2014, 128 Stat. 4051]",6.Section,0.88,7,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§2604. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(95)(B)(i), Dec. 19, 2014, 128 Stat. 4051]",6.Section,0.85,11,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§§4001 to 4003. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(103)(A), Dec. 19, 2014, 128 Stat. 4052]",6.Section,0.83,17,0.62
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§6428. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(112)(A), Dec. 19, 2014, 128 Stat. 4054]",6.Section,0.81,8,0.68
"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§6429. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(113), Dec. 19, 2014, 128 Stat. 4054]",6.Section,0.82,10,0.68
§30B. Alternative motor vehicle credit,6.Section,§30B. Alternative motor vehicle credit,6.Section,1.00,0,1.00
§30B. Alternative motor vehicle credit,6.Section,§30C. Alternative fuel vehicle refueling property credit,6.Section,0.82,25,0.33
§30C. Alternative fuel vehicle refueling property credit,6.Section,§30B. Alternative motor vehicle credit,6.Section,0.82,25,0.33
§30C. Alternative fuel vehicle refueling property credit,6.Section,§30C. Alternative fuel vehicle refueling property credit,6.Section,1.00,0,1.00
§30D. New qualified plug-in electric drive motor vehicles,6.Section,§30D. New qualified plug-in electric drive motor vehicles,6.Section,1.00,0,1.00
Subpart C—Refundable Credits,5.Subpart,Subpart B—Other Credits,5.Subpart,0.75,11,0.50
Subpart C—Refundable Credits,5.Subpart,Subpart C—Refundable Credits,5.Subpart,1.00,0,1.00
Subpart C—Refundable Credits,5.Subpart,Subpart C—Insolvent Plans,5.Subpart,0.80,15,0.20
Subpart C—Refundable Credits,5.Subpart,Subchapter C—Deductions,3.Subchapter,0.81,20,0.00
Subpart C—Refundable Credits,5.Subpart,Subchapter C—Forfeitures,3.Subchapter,0.81,20,0.00
§31. Tax withheld on wages,6.Section,§31. Tax withheld on wages,6.Section,1.00,0,1.00
§32. Earned income,6.Section,§32. Earned income,6.Section,1.00,0,1.00
§32. Earned income,6.Section,§872. Gross income,6.Section,0.56,7,0.20
§32. Earned income,6.Section,§953. Insurance income,6.Section,0.47,10,0.20
§32. Earned income,6.Section,§1373. Foreign income,6.Section,0.43,9,0.20
§33. Tax withheld at source on nonresident aliens and foreign corporations,6.Section,§33. Tax withheld at source on nonresident aliens and foreign corporations,6.Section,1.00,0,1.00
§34. Certain uses of gasoline and special fuels,6.Section,§34. Certain uses of gasoline and special fuels,6.Section,1.00,0,1.00
§35. Health insurance costs of eligible individuals,6.Section,§35. Health insurance costs of eligible individuals,6.Section,1.00,0,1.00
§36. First-time homebuyer credit,6.Section,§36. First-time homebuyer credit,6.Section,1.00,0,1.00
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§30. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(2)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,0.88,3,0.78
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,1.00,0,1.00
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§120. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(19)(A), Dec. 19, 2014, 128 Stat. 4039]",6.Section,0.89,6,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§179A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(34)(A), Dec. 19, 2014, 128 Stat. 4042]",6.Section,0.89,7,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§198A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(35), Dec. 19, 2014, 128 Stat. 4042]",6.Section,0.87,9,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§244. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(41)(A), Dec. 19, 2014, 128 Stat. 4043]",6.Section,0.87,7,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§1051. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(78), Dec. 19, 2014, 128 Stat. 4049]",6.Section,0.83,10,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§2011. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(95)(A)(i), Dec. 19, 2014, 128 Stat. 4051]",6.Section,0.84,10,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§2057. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(97)(A), Dec. 19, 2014, 128 Stat. 4051]",6.Section,0.87,8,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§2604. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(95)(B)(i), Dec. 19, 2014, 128 Stat. 4051]",6.Section,0.84,10,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§§4001 to 4003. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(103)(A), Dec. 19, 2014, 128 Stat. 4052]",6.Section,0.82,18,0.62
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§6428. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(112)(A), Dec. 19, 2014, 128 Stat. 4054]",6.Section,0.80,9,0.68
"[§36A. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(5)(A), Dec. 19, 2014, 128 Stat. 4037]",6.Section,"[§6429. Repealed. Pub. L. 113–295, div. A, title II, §221(a)(113), Dec. 19, 2014, 128 Stat. 4054]",6.Section,0.82,10,0.68
§36B. Refundable credit for coverage under a qualified health plan,6.Section,§36B. Refundable credit for coverage under a qualified health plan,6.Section,1.00,0,1.00
[§36C. Renumbered §23],6.Section,[§28. Renumbered §45C],6.Section,0.70,6,0.20
[§36C. Renumbered §23],6.Section,[§29. Renumbered §45K],6.Section,0.63,6,0.20
[§36C. Renumbered §23],6.Section,[§36C. Renumbered §23],6.Section,1.00,0,1.00
[§36C. Renumbered §23],6.Section,[§44A. Renumbered §21],6.Section,0.67,4,0.20
[§36C. Renumbered §23],6.Section,[§44C. Renumbered §23],6.Section,0.86,2,0.50
[§36C. Renumbered §23],6.Section,[§44D. Renumbered §29],6.Section,0.61,4,0.20
[§36C. Renumbered §23],6.Section,[§44E. Renumbered §40],6.Section,0.58,5,0.20
[§36C. Renumbered §23],6.Section,[§44F. Renumbered §30],6.Section,0.66,5,0.20
[§36C. Renumbered §23],6.Section,[§44G. Renumbered §41],6.Section,0.63,5,0.20
[§36C. Renumbered §23],6.Section,[§44H. Renumbered §45C],6.Section,0.70,6,0.20
[§36C. Renumbered §23],6.Section,[§422A. Renumbered §422],6.Section,0.51,6,0.20
[§36C. Renumbered §23],6.Section,[§425. Renumbered §424],6.Section,0.48,5,0.20
[§36C. Renumbered §23],6.Section,[§1024. Renumbered §1023],6.Section,0.48,6,0.20
[§36C. Renumbered §23],6.Section,[§2033A. Renumbered §2057],6.Section,0.59,7,0.20
[§36C. Renumbered §23],6.Section,[§9804. Renumbered §9831],6.Section,0.41,7,0.20
[§36C. Renumbered §23],6.Section,[§9805. Renumbered §9832],6.Section,0.42,7,0.20
[§36C. Renumbered §23],6.Section,[§9806. Renumbered §9833],6.Section,0.52,7,0.20
§37. Overpayments of tax,6.Section,§37. Overpayments of tax,6.Section,1.00,0,1.00
§37. Overpayments of tax,6.Section,§4901. Payment of tax,6.Section,0.49,10,0.33
§37. Overpayments of tax,6.Section,§5732. Payment of tax,6.Section,0.62,9,0.33
Subpart D—Business Related Credits,5.Subpart,Subpart D—Business Related Credits,5.Subpart,1.00,0,1.00
§38. General business credit,6.Section,§38. General business credit,6.Section,1.00,0,1.00
§39. Carryback and carryforward of unused credits,6.Section,§39. Carryback and carryforward of unused credits,6.Section,1.00,0,1.00
"§40. Alcohol, etc., used as fuel",6.Section,"§40. Alcohol, etc., used as fuel",6.Section,1.00,0,1.00
§40A. Biodiesel and renewable diesel used as fuel,6.Section,§40A. Biodiesel and renewable diesel used as fuel,6.Section,1.00,0,1.00
§41. Credit for increasing research activities,6.Section,§41. Credit for increasing research activities,6.Section,1.00,0,1.00
§42. Low-income housing credit,6.Section,§42. Low-income housing credit,6.Section,1.00,0,1.00
§43. Enhanced oil recovery credit,6.Section,§43. Enhanced oil recovery credit,6.Section,1.00,0,1.00
§44. Expenditures to provide access to disabled individuals,6.Section,§44. Expenditures to provide access to disabled individuals,6.Section,1.00,0,1.00
[§44A. Renumbered §21],6.Section,[§28. Renumbered §45C],6.Section,0.68,6,0.20
[§44A. Renumbered §21],6.Section,[§29. Renumbered §45K],6.Section,0.62,6,0.20
[§44A. Renumbered §21],6.Section,[§36C. Renumbered §23],6.Section,0.67,4,0.20
[§44A. Renumbered §21],6.Section,[§44A. Renumbered §21],6.Section,1.00,0,1.00
[§44A. Renumbered §21],6.Section,[§44C. Renumbered §23],6.Section,0.80,2,0.20
[§44A. Renumbered §21],6.Section,[§44D. Renumbered §29],6.Section,0.75,2,0.20
[§44A. Renumbered §21],6.Section,[§44E. Renumbered §40],6.Section,0.81,3,0.20
[§44A. Renumbered §21],6.Section,[§44F. Renumbered §30],6.Section,0.69,3,0.20
[§44A. Renumbered §21],6.Section,[§44G. Renumbered §41],6.Section,0.84,2,0.20
[§44A. Renumbered §21],6.Section,[§44H. Renumbered §45C],6.Section,0.75,4,0.20
[§44A. Renumbered §21],6.Section,[§422A. Renumbered §422],6.Section,0.69,4,0.20
[§44A. Renumbered §21],6.Section,[§425. Renumbered §424],6.Section,0.63,4,0.20
[§44A. Renumbered §21],6.Section,[§1024. Renumbered §1023],6.Section,0.40,7,0.20
[§44A. Renumbered §21],6.Section,[§2033A. Renumbered §2057],6.Section,0.48,7,0.20
[§44A. Renumbered §21],6.Section,[§9804. Renumbered §9831],6.Section,0.51,7,0.20
[§44A. Renumbered §21],6.Section,[§9805. Renumbered §9832],6.Section,0.42,8,0.20
[§44A. Renumbered §21],6.Section,[§9806. Renumbered §9833],6.Section,0.45,8,0.20
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,1.00,0,1.00
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§§50A, 50B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(2), July 18, 1984, 98 Stat. 833]",6.Section,0.88,9,0.74
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§405. Repealed. Pub. L. 98–369, div. A, title IV, §491(a), July 18, 1984, 98 Stat. 848]",6.Section,0.85,10,0.68
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§§1232 to 1232B. Repealed. Pub. L. 98–369, div. A, title I, §42(a)(1), July 18, 1984, 98 Stat. 556]",6.Section,0.79,20,0.55
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§1251. Repealed. Pub. L. 98–369, div. A, title IV, §492(a), July 18, 1984, 98 Stat. 853]",6.Section,0.84,11,0.68
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§1451. Repealed. Pub. L. 98–369, div. A, title IV, §474(r)(29)(A), July 18, 1984, 98 Stat. 844]",6.Section,0.87,11,0.68
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§§4061 to 4063. Repealed. Pub. L. 98–369, div. A, title VII, §735(a)(1), July 18, 1984, 98 Stat. 980]",6.Section,0.79,20,0.55
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§5205. Repealed. Pub. L. 98–369, div. A, title IV, §454(a), July 18, 1984, 98 Stat. 820]",6.Section,0.77,11,0.68
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§6073. Repealed. Pub. L. 98–369, div. A, title IV, §412(a)(2), July 18, 1984, 98 Stat. 792]",6.Section,0.79,11,0.68
"[§44B. Repealed. Pub. L. 98–369, div. A, title IV, §474(m)(1), July 18, 1984, 98 Stat. 833]",6.Section,"[§6153. Repealed. Pub. L. 98–369, div. A, title IV, §412(a)(3), July 18, 1984, 98 Stat. 792]",6.Section,0.78,11,0.68
[§44C. Renumbered §23],6.Section,[§28. Renumbered §45C],6.Section,0.74,6,0.20
[§44C. Renumbered §23],6.Section,[§29. Renumbered §45K],6.Section,0.69,6,0.20
[§44C. Renumbered §23],6.Section,[§36C. Renumbered §23],6.Section,0.86,2,0.50
[§44C. Renumbered §23],6.Section,[§44A. Renumbered §21],6.Section,0.80,2,0.20
[§44C. Renumbered §23],6.Section,[§44C. Renumbered §23],6.Section,1.00,0,1.00
[§44C. Renumbered §23],6.Section,[§44D. Renumbered §29],6.Section,0.74,2,0.20
[§44C. Renumbered §23],6.Section,[§44E. Renumbered §40],6.Section,0.75,3,0.20
[§44C. Renumbered §23],6.Section,[§44F. Renumbered §30],6.Section,0.78,3,0.20
[§44C. Renumbered §23],6.Section,[§44G. Renumbered §41],6.Section,0.78,3,0.20
[§44C. Renumbered §23],6.Section,[§44H. Renumbered §45C],6.Section,0.84,4,0.20
[§44C. Renumbered §23],6.Section,[§422A. Renumbered §422],6.Section,0.58,5,0.20
[§44C. Renumbered §23],6.Section,[§425. Renumbered §424],6.Section,0.60,4,0.20
[§44C. Renumbered §23],6.Section,[§1024. Renumbered §1023],6.Section,0.51,6,0.20
[§44C. Renumbered §23],6.Section,[§2033A. Renumbered §2057],6.Section,0.51,8,0.20
[§44C. Renumbered §23],6.Section,[§9804. Renumbered §9831],6.Section,0.48,7,0.20
[§44C. Renumbered §23],6.Section,[§9805. Renumbered §9832],6.Section,0.47,7,0.20
[§44C. Renumbered §23],6.Section,[§9806. Renumbered §9833],6.Section,0.50,7,0.20
[§44D. Renumbered §29],6.Section,[§28. Renumbered §45C],6.Section,0.73,6,0.20
[§44D. Renumbered §29],6.Section,[§29. Renumbered §45K],6.Section,0.84,6,0.20
[§44D. Renumbered §29],6.Section,[§36C. Renumbered §23],6.Section,0.61,4,0.20
[§44D. Renumbered §29],6.Section,[§44A. Renumbered §21],6.Section,0.75,2,0.20
[§44D. Renumbered §29],6.Section,[§44C. Renumbered §23],6.Section,0.74,2,0.20
[§44D. Renumbered §29],6.Section,[§44D. Renumbered §29],6.Section,1.00,0,1.00
[§44D. Renumbered §29],6.Section,[§44E. Renumbered §40],6.Section,0.77,3,0.20
[§44D. Renumbered §29],6.Section,[§44F. Renumbered §30],6.Section,0.80,3,0.20
[§44D. Renumbered §29],6.Section,[§44G. Renumbered §41],6.Section,0.75,3,0.20
[§44D. Renumbered §29],6.Section,[§44H. Renumbered §45C],6.Section,0.74,4,0.20
[§44D. Renumbered §29],6.Section,[§422A. Renumbered §422],6.Section,0.60,5,0.20
[§44D. Renumbered §29],6.Section,[§425. Renumbered §424],6.Section,0.65,4,0.20
[§44D. Renumbered §29],6.Section,[§1024. Renumbered §1023],6.Section,0.42,7,0.20
[§44D. Renumbered §29],6.Section,[§2033A. Renumbered §2057],6.Section,0.35,8,0.20
[§44D. Renumbered §29],6.Section,[§9804. Renumbered §9831],6.Section,0.54,8,0.20
[§44D. Renumbered §29],6.Section,[§9805. Renumbered §9832],6.Section,0.55,8,0.20
[§44D. Renumbered §29],6.Section,[§9806. Renumbered §9833],6.Section,0.50,8,0.20
[§44E. Renumbered §40],6.Section,[§28. Renumbered §45C],6.Section,0.70,5,0.20
[§44E. Renumbered §40],6.Section,[§29. Renumbered §45K],6.Section,0.65,5,0.20
[§44E. Renumbered §40],6.Section,[§36C. Renumbered §23],6.Section,0.58,5,0.20
[§44E. Renumbered §40],6.Section,[§44A. Renumbered §21],6.Section,0.81,3,0.20
[§44E. Renumbered §40],6.Section,[§44C. Renumbered §23],6.Section,0.75,3,0.20
[§44E. Renumbered §40],6.Section,[§44D. Renumbered §29],6.Section,0.77,3,0.20
[§44E. Renumbered §40],6.Section,[§44E. Renumbered §40],6.Section,1.00,0,1.00
