Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.80724674
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7977188
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8524784
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.83427876
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7860991
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.753432
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.85531104
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.90932477
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.7879384
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.77366793
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8199887
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8045911
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7715893
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.7783611
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.8232135
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8316459
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8964032
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.8115232
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8512843
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.80024505
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.81702036
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.73292863
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.799125
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.7856792
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8229039
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.85827005
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8750356
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.82058656
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.74957216
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.7623061
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.82410353
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8119291
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8335916
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.8041962
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.9169219
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.808364
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.8140384
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.75126255
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.83948934
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8113836
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8258971
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.82427573
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.90177727
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8379269
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7848762
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.69761
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.77933663
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.7481177
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.77563
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7523452
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8338418
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8117258
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7775659
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.728119
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.8005539
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.79175305
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.7678797
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7861871
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8097901
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.91391385
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7582244
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.74772036
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.8102759
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.81481147
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.82064897
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7770545
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8347447
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8008771
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.9170931
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART XI—SPECIAL RULES RELATING TO   CORPORATE PREFERENCE ITEMS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.7169641
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART XI—SPECIAL RULES RELATING TO   CORPORATE PREFERENCE ITEMS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.81742007
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART XI—SPECIAL RULES RELATING TO   CORPORATE PREFERENCE ITEMS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8011205
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART XI—SPECIAL RULES RELATING TO   CORPORATE PREFERENCE ITEMS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8172622
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART XI—SPECIAL RULES RELATING TO   CORPORATE PREFERENCE ITEMS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.76481396
