Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score,Angle (Degrees)
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,"PART I—DEFINITION OF GROSS INCOME,   ADJUSTED GROSS INCOME, TAXABLE IN -",PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8465667,32.159812927246094
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,"PART I—DEFINITION OF GROSS INCOME,   ADJUSTED GROSS INCOME, TAXABLE IN -",PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8056142,36.330387115478516
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,"PART I—DEFINITION OF GROSS INCOME,   ADJUSTED GROSS INCOME, TAXABLE IN -",PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.8105329,35.85196304321289
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.7866173,38.12948989868164
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.9347993,20.804250717163086
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.85147583,31.627445220947266
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.80724674,36.172203063964844
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7977188,37.08718490600586
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8524784,31.51773452758789
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.83427876,33.45918655395508
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART II—ITEMS SPECIFICALLY INCLUDED   IN GROSS INCOME,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7860991,38.177555084228516
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.753432,41.1114501953125
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.85531104,31.205886840820312
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.90932477,24.587793350219727
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.7879384,38.00672912597656
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.77366793,39.315582275390625
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8199887,34.91633224487305
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8045911,36.4292106628418
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART III—ITEMS SPECIFICALLY EXCLUDED   FROM GROSS INCOME,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7715893,39.503177642822266
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.7783611,38.88923645019531
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.8232135,34.59221267700195
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8316459,33.7318115234375
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8964032,26.310760498046875
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.8115232,35.754974365234375
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8512843,31.64836311340332
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.80024505,36.84648895263672
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IV—TAX EXEMPTION REQUIRE - MENTS FOR STATE AND LOCAL BONDS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.81702036,35.21237564086914
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.73292863,42.867523193359375
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.799125,36.953369140625
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.7856792,38.21645736694336
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8229039,34.623451232910156
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.85827005,30.87710189819336
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8750356,28.9508113861084
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.82058656,34.8564453125
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART V—DEDUCTIONS FOR PERSONAL   EXEMPTIONS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.74957216,41.4466667175293
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.7623061,40.33207702636719
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.82410353,34.502288818359375
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8119291,35.71515655517578
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8335916,33.5305290222168
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.8041962,36.46730041503906
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.9169219,23.51984214782715
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.808364,36.06360626220703
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VI—ITEMIZED DEDUCTIONS FOR   INDIVIDUALS AND CORPORATIONS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.8140384,35.507606506347656
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.75126255,41.30013656616211
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.83948934,32.91376495361328
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.8113836,35.7686653137207
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.8258971,34.32044982910156
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.82427573,34.484867095947266
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.90177727,25.607324600219727
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8379269,33.078147888183594
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VII—ADDITIONAL ITEMIZED   DEDUCTIONS FOR INDIVIDUALS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7848762,38.290767669677734
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.69761,45.76443099975586
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.77933663,38.80012130737305
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.7481177,41.57240676879883
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.77563,39.137813568115234
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7523452,41.20606231689453
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8338418,33.50457000732422
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.8117258,35.735107421875
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART VIII—SPECIAL DEDUCTIONS FOR   CORPORATIONS,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7775659,38.96175003051758
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.728119,43.271060943603516
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART II—ITEMS S PECIFI CALL Y INCLUDED IN G ROSS INCOME,4.Part,4.Part,0.8005539,36.81696701049805
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART III—ITEMS S PECIFI CALL Y EX CLUDED FRO M G ROSS INCOME,4.Part,4.Part,0.79175305,37.65035629272461
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART IV—T AX EXEMPTI ON REQ UIREME NTS FOR S TATE AN D L OCAL BO NDS,4.Part,4.Part,0.7678797,39.83612823486328
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART V—D EDUCTI ONS F OR P ERSO NAL EXEMPTI ONS,4.Part,4.Part,0.7861871,38.16939163208008
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART VI—ITEM IZED D EDUCTI ONS F OR INDIVIDUALS AN D CO RPORATIONS,4.Part,4.Part,0.8097901,35.9245719909668
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART IX—ITEMS N OT D EDUCTI BLE,4.Part,4.Part,0.91391385,23.94805145263672
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART IX—ITEMS NOT DEDUCTIBLE,PART X—TE RMINAL RAI LRO AD CORPORATIONS AN D T HEIR S HAREHOLDERS,4.Part,4.Part,0.7582244,40.692081451416016
Subchapter B—Computation of Taxable Income,3.Subchapter,Subchapter B—Computation of Taxable Income,3.Subchapter,PART X—TERMINAL RAILROAD CORPORA - TIONS AND THEIR SHAREHOLDERS,"PART I—D EFI NITION O F G ROSS INCOME, AD - JUSTED G ROSS I NCOME, T AXABL E I N-",4.Part,4.Part,0.74772036,41.60670471191406
