2018 Headline,2017 Headline,Semantic Similarity,Levenshtein Distance,Jaccard Similarity
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
4. **Chapter 64**: Collection,Chapter 64: Collection,0.82,7,0.17
#NAME?,Authority to collect taxes.,0.83,3,0.8
#NAME?,Notice and demand for tax.,0.84,3,0.83
#NAME?,Rates of tax.,0.61,10,0
#NAME?,Lien for taxes.,0.84,3,0.75
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
"5. **Chapter 65**: Abatements, Credits, and Refunds","Chapter 65: Abatements, Credits, and Refunds",0.89,7,0.44
#NAME?,Amounts treated as overpayments.,0.85,3,0.8
#NAME?,Authority to make credits or refunds.,0.87,3,0.86
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
6. **Chapter 66**: Limitations,Chapter 66: Limitations,0.86,7,0.17
#NAME?,Limitations on assessment and collection.,0.87,3,0.83
#NAME?,Collection after assessment.,0.86,3,0.75
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
7. **Chapter 67**: Interest,Chapter 67: Interest,0.84,7,0.17
#NAME?,"Interest on underpayment, nonpayment, or extensions of time for payment of tax.",0.84,3,0.92
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
"8. **Chapter 68**: Additions to the Tax, Additional Amounts, and Assessable Penalties","Chapter 68: Additions to the Tax, Additional Amounts, and Assessable Penalties",0.91,7,0.64
#NAME?,Failure to file tax return or to pay tax.,0.83,3,0.89
#NAME?,"Failure to file certain information returns, registration statements, etc.",0.88,3,0.9
#NAME?,Failure by individual to pay estimated income tax.,0.86,3,0.89
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
9. **Chapter 69**: General Provisions Relating to Stamps,Chapter 69: General Provisions Relating to Stamps,0.89,7,0.5
#NAME?,Authority to prescribe stamps.,0.86,3,0.8
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
"10. **Chapter 70**: Jeopardy, Receiverships, etc.","Chapter 70: Jeopardy, Receiverships, etc.",0.85,8,0.38
#NAME?,Termination assessments of income tax.,0.83,3,0.83
#NAME?,"Jeopardy assessments of income, estate, gift, and certain excise taxes.",0.86,3,0.91
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
11. **Chapter 71**: Transferees and Fiduciaries,Chapter 71: Transferees and Fiduciaries,0.86,8,0.38
#NAME?,Procedure for collection of taxes.,0.84,3,0.83
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
12. **Chapter 72**: Licensing and Registration,Chapter 72: Licensing and Registration,0.88,8,0.38
#NAME?,Cross references.,0.82,3,0.67
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
#NAME?,Cross references.,0.82,3,0.67
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
14. **Chapter 74**: Closing Agreements and Compromises,Chapter 74: Closing Agreements and Compromises,0.87,8,0.44
#NAME?,Closing agreements.,0.85,3,0.67
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Tax imposed.,0.27,9,0
#NAME?,Compromises.,0.87,3,0.5
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
"15. **Chapter 75**: Crimes, Other Offenses, and Forfeitures","Chapter 75: Crimes, Other Offenses, and Forfeitures",0.86,8,0.5
#NAME?,Attempt to evade or defeat tax.,0.85,3,0.86
#NAME?,Willful failure to collect or pay over tax.,0.84,3,0.89
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
16. **Chapter 76**: Judicial Proceedings,Chapter 76: Judicial Proceedings,0.84,8,0.29
#NAME?,Authorization.,0.82,3,0.5
#NAME?,Jurisdiction of district courts.,0.85,3,0.8
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
17. **Chapter 77**: Miscellaneous Provisions,Chapter 77: Miscellaneous Provisions,0.85,8,0.29
#NAME?,Trust fund recovery.,0.86,3,0.75
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
18. **Chapter 78**: Discovery of Liability and Enforcement of Title,Chapter 78: Discovery of Liability and Enforcement of Title,0.86,8,0.55
#NAME?,Canvass of districts for taxable persons and objects.,0.86,3,0.89
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
19. **Chapter 79**: Definitions,Chapter 79: Definitions,0.85,8,0.17
#NAME?,Definitions.,0.83,3,0.5
#NAME?,Definitions.,0.83,3,0.5
#NAME?,Expenditures.,0.49,10,0
#NAME?,Definitions.,0.83,3,0.5
#NAME?,Authorization.,0.48,9,0
#NAME?,Definitions.,0.83,3,0.5
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
,,1,0,0
,,1,0,0
,---,0.21,3,0
